[2025-06-22 22:28:52,288] 17 root - INFO - data loading started...
[2025-06-22 22:28:53,306] 20 root - INFO - data loading completed...
[2025-06-22 22:28:53,307] 31 root - INFO - Loading Gemini model...
[2025-06-22 22:28:56,781] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-22 22:28:56,785] 25 root - INFO - 
[2025-06-22 22:28:58,375] 34 root - INFO - 
[2025-06-22 22:29:02,912] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-22 22:29:03,115] 40 root - INFO - 
[2025-06-22 22:33:53,006] 17 root - INFO - data loading started...
[2025-06-22 22:33:53,010] 20 root - INFO - data loading completed...
[2025-06-22 22:33:53,010] 31 root - INFO - Loading Gemini model...
[2025-06-22 22:33:57,670] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-22 22:33:57,869] 25 root - INFO - 
[2025-06-22 22:33:58,653] 35 root - INFO - 
[2025-06-22 22:34:01,763] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-22 22:34:01,932] 41 root - INFO - 
[2025-06-22 22:43:33,648] 17 root - INFO - data loading started...
[2025-06-22 22:43:33,650] 20 root - INFO - data loading completed...
[2025-06-22 22:43:33,651] 31 root - INFO - Loading Gemini model...
[2025-06-22 22:43:36,257] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-22 22:43:36,257] 25 root - INFO - 
[2025-06-22 22:43:37,112] 35 root - INFO - 
[2025-06-22 22:43:39,355] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-22 22:43:39,720] 41 root - INFO - 
